# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.42168516778427984 -0.098216975944469098 0.65996613660517522 0.6139867616174689 0.65250866036785471 -2.7287086714971709 10.274204737624599 1 frame000002.png

2 0.79228143848553589 -0.18418349277325879 0.3955368028784062 0.42651752694333933 0.2644887338342552 -0.37219073167924499 7.3133971976383609 2 frame000024.png

3 0.96438749949741742 -0.01590932893482238 0.23051461536357531 0.12871152306512829 -0.25056265796722499 -1.9208889264051319 10.577844559338182 3 frame000052.png

4 0.99163983366914177 -0.0023664266776014763 -0.10746602030187313 -0.071385536251355589 -0.45283552100309943 -1.932514798168069 11.571013503974999 4 frame000075.png

5 0.79403350739986422 0.012931261754132929 -0.48854572834247256 -0.36147841279119097 -0.24002502175046447 -1.91603554579975 11.650062659717703 5 frame000102.png

6 0.41199080773726471 0.030878448838301025 -0.73782872492659379 -0.53377792049740491 -0.75378738549039603 -2.5309025693363698 12.609256946005193 6 frame000125.png

7 0.1250580294127481 0.073738117855736085 -0.81806438125531267 -0.55650143519658291 -0.10208522259922104 -4.3818342599121491 15.945876854872173 7 frame000153.png

8 0.17508737115023865 -0.059270350148200632 0.81602909482386898 0.54765678527518002 1.9765957934757432 -4.1447633320689361 15.879205489126411 8 frame000175.png

9 0.32261509672626604 -0.021975906298787345 0.79298091496295031 0.51635048892314528 -1.2167820628619275 -2.9609979897109273 13.849700713101528 9 frame000202.png

