# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.96990250985685511 -0.042438881317962744 0.19063721583822046 0.14541497399960421 -1.8784827090244398 -1.0308107519287166 10.550978107580642 1 frame000002.png

2 0.88828024804862016 -0.10593743478196485 0.32732436144638666 0.30429298914403802 -1.519310003774335 -0.60622576858084343 9.5580648399848567 2 frame000024.png

3 0.71618853197381938 -0.11854806611530914 0.49551084622311337 0.47695843001750154 -1.1471145671651084 0.11855062257325732 9.8391522923153634 3 frame000052.png

4 0.50124561500261378 -0.11793054439197787 0.60790781724501708 0.60439499160107368 -0.73000441416031903 -0.60573144427859482 9.9170015894069614 4 frame000075.png

5 0.16503313694569266 -0.048460598438516453 0.70042415701870042 0.69269158676389875 -0.166466980357455 -0.49676855004375425 10.009202917616006 5 frame000102.png

6 0.30239869176443879 -0.026322944744717112 -0.67025445596072264 -0.67721569537623538 -0.22974672758459569 -0.079393138762638649 9.8087405979207585 6 frame000125.png

7 0.82229860235927443 -0.069002084070231576 -0.41564397871698777 -0.38249680248109358 -1.328401194511343 -1.2214003163734932 11.404628071897202 7 frame000153.png

8 0.98415091351780781 -0.09561969325578884 -0.13320910440619294 -0.06752176084073136 -0.50381809164696212 -0.46383918764794463 10.437055225342881 8 frame000175.png

9 0.99998133649258114 0.004597766714294807 0.0020887870272390252 -0.0034386300335698997 -0.54149126708881878 -0.94465596932566553 9.0467891333400416 9 frame000202.png

