# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99879531503028995 -0.018325311033424385 0.039403685056765392 0.022791473252507431 -0.093608527324682694 -3.5184807491619496 14.659845449459965 1 frame000002.png

2 0.98651003272738191 -0.017886643624682581 -0.1331316394422577 -0.093562759084370659 -0.17306892552697811 -2.7384988937791781 12.946707655903898 2 frame000024.png

3 0.78968044565384687 -0.027335331148109064 -0.51839725621820609 -0.32698907958584844 -0.55405901371749433 -2.2190589254943958 11.182448523961808 3 frame000052.png

4 0.44386083889317041 -0.03589255575882716 -0.76120373331372393 -0.47145323896161667 -0.21680723961833293 -1.7784851412817293 10.498847716427179 4 frame000074.png

5 0.15357048803382523 -0.0024632889952070601 0.83041142226450859 0.53556223465159924 0.6485069790065443 -0.66904763295009007 10.030018761201294 5 frame000101.png

6 0.71339314853963032 -0.019145238290097746 0.58702317538037418 0.38224006466338689 -0.23773349182453707 -0.70082672563339221 9.8886386652269103 6 frame000125.png

7 0.96814865379553061 -0.010273438453873815 0.2178194350015793 0.12303387481433156 0.28008181972572987 -2.0568982260228923 12.673004827123645 7 frame000153.png

8 0.99759804072171698 0.0080546738236476501 -0.054712814082042982 -0.04171066234201825 -0.41140302116091637 -1.0753453358032175 12.192065312408806 8 frame000175.png

9 0.84991975614212645 0.016851822592619865 -0.45279718460270868 -0.26893704432538784 -0.24732179769306728 -1.1949266932940703 12.60886736846264 9 frame000202.png

