# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99955935557195441 -0.0067477771422688937 -0.028678581193750219 -0.0036195542448561632 0.6417875364011123 -6.0990084946621028 11.059139749124121 1 frame000002.png

2 0.99951253352748015 0.01555522078330066 0.025948961154097061 0.0077059615158308111 0.40257224017707582 -4.9247526215271664 12.443729321352761 2 frame000024.png

3 0.99901054895858699 -0.038450794848075176 0.010429162731658392 -0.019765930530330305 1.029842156667828 -4.205495710750637 10.753155760637748 3 frame000052.png

4 0.98338164117893301 -0.14532629457353607 -0.08949827521356668 -0.061894059743657248 -0.097163112802435198 -0.98102293647961458 9.2297215892523301 4 frame000075.png

5 0.87187498496701943 -0.37850889084294981 -0.30931131450218563 -0.029858681526969879 -2.2284480404780789 -1.4860816051820298 9.3685391403504799 5 frame000102.png

6 0.85379546475404611 -0.47672192057564705 -0.098597550006166323 -0.18452110432378632 -1.7063332260360191 0.25131778841645547 8.3730301476756495 6 frame000125.png

7 0.8684497372747414 -0.37038091261280875 0.16022240137222032 -0.28799620743692961 0.4518849365556652 0.95462557833276351 7.2091838565286928 7 frame000153.png

8 0.98479060715769495 -0.078740816425833457 0.090702859317779549 -0.12554017362641912 1.6446748188582019 -1.600569463271369 6.7130389226701164 8 frame000175.png

9 0.99908762579822896 0.011654674508660029 -0.040740633037513629 -0.0053183981290146915 0.2058022890010465 -2.4232987070424685 8.3916134932255968 9 frame000202.png

