# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99955935557195441 -0.0067477771422688937 -0.028678581193750219 -0.0036195542448561632 0.73638157540736404 -6.0376558680444399 10.882901398643577 1 frame000002.png

2 0.99951253352748015 0.01555522078330066 0.025948961154097061 0.0077059615158308111 0.56258713264804727 -4.8824728264546273 12.409350872953601 2 frame000024.png

3 0.99901054895858699 -0.038450794848075176 0.010429162731658392 -0.019765930530330305 0.91936549826438896 -4.0969526683306778 10.698880832849648 3 frame000052.png

4 0.98338164117893301 -0.14532629457353607 -0.08949827521356668 -0.061894059743657248 0.027056207851563235 -0.90780503846110228 8.7980226423283181 4 frame000075.png

5 0.87187498496701943 -0.37850889084294981 -0.30931131450218563 -0.029858681526969879 -1.8157585301160641 -1.1906492664533652 9.1700297401190092 5 frame000102.png

6 0.85379546475404611 -0.47672192057564705 -0.098597550006166323 -0.18452110432378632 -1.3945955633659528 0.53477221540073394 8.5310795037015446 6 frame000125.png

7 0.8684497372747414 -0.37038091261280875 0.16022240137222032 -0.28799620743692961 0.58035032176902046 1.1471600823079902 7.6414313598222439 7 frame000153.png

8 0.98479060715769495 -0.078740816425833457 0.090702859317779549 -0.12554017362641912 1.6855336242071337 -1.8086936917455252 6.7297882264415412 8 frame000175.png

9 0.99908762579822896 0.011654674508660029 -0.040740633037513629 -0.0053183981290146915 0.13737283463483357 -2.724680743311533 8.6221434250296198 9 frame000202.png

