# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.96990250985685511 -0.042438881317962744 0.19063721583822046 0.14541497399960421 -1.54204440152815 -0.92057232443995107 10.577423191638339 1 frame000002.png

2 0.88828024804862016 -0.10593743478196485 0.32732436144638666 0.30429298914403802 -1.5061170163437714 -0.58742244562448009 9.9123457464486595 2 frame000024.png

3 0.71618853197381938 -0.11854806611530914 0.49551084622311337 0.47695843001750154 -1.1768738591288095 0.082217712776188723 9.4872476334135012 3 frame000052.png

4 0.50124561500261378 -0.11793054439197787 0.60790781724501708 0.60439499160107368 -1.0768795216445914 -0.5301447119405196 9.9196270860380888 4 frame000075.png

5 0.16503313694569266 -0.048460598438516453 0.70042415701870042 0.69269158676389875 -0.2776382100841257 -0.35194963300870385 10.313687771721233 5 frame000102.png

6 0.30239869176443879 -0.026322944744717112 -0.67025445596072264 -0.67721569537623538 -0.3710407146774739 -0.37726872345978968 9.9404551654972941 6 frame000125.png

7 0.82229860235927443 -0.069002084070231576 -0.41564397871698777 -0.38249680248109358 -1.4617915892278228 -1.0051465479076955 11.156668612873549 7 frame000153.png

8 0.98415091351780781 -0.09561969325578884 -0.13320910440619294 -0.06752176084073136 -0.37200267204683712 -0.62832650335500162 10.722731961784893 8 frame000175.png

9 0.99998133649258114 0.004597766714294807 0.0020887870272390252 -0.0034386300335698997 -0.51942903662141304 -0.88793243054648785 8.6970202422489589 9 frame000202.png

