# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.93414655211942177 0.00058542458318177931 -0.29325981340392826 -0.20339262101597222 -0.16828594471350133 -0.34188098958436319 11.112836929971742 1 frame000002.png

2 0.99390173225850076 -0.076754601728502223 -0.078587906941629981 -0.009592633089220249 1.024029327403627 -0.84559074975702675 10.605890250398812 2 frame000024.png

3 0.87330661746766769 -0.055344262356168045 0.384689837009212 0.29374528730391258 1.6951032941354731 -0.92305097062425689 10.43572070543671 3 frame000052.png

4 0.58307224148367942 -0.047245928824599846 0.65425524317423511 0.4793168682611964 0.40226573832422696 -1.3978938920321751 12.296736643706419 4 frame000075.png

5 0.10462717164907118 -0.01940352468672819 0.79779537936033751 0.5934637232836919 0.57612512006034267 -1.4679891305399497 12.741206878823185 5 frame000102.png

6 0.33959808760032967 -0.030409807984131329 -0.7606052668082528 -0.55247444337282603 -0.24108785385082898 -2.2963616178825665 13.79802197732546 6 frame000125.png

7 0.77300861546894239 -0.060278860764528701 -0.50980141004287571 -0.37272867031396295 0.50027408007385832 -2.2982510931203191 12.665253383271885 7 frame000153.png

8 0.98165774032469411 -0.016809724052673145 -0.17375850193218989 -0.076638743753857 -0.55745655773773461 -1.3891939901126982 13.37887807420624 8 frame000175.png

9 0.99997713934897681 -0.00094080091182988828 0.006595692568937217 0.0011543451030287754 1.7039361314717907 -1.0345710415533915 12.659798908485122 9 frame000202.png

