# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99709787284690476 -0.021146341824597802 0.022450069080607982 0.069603581731767811 -0.46058950261209475 -1.4174319104374977 14.552561640656076 1 frame000002.png

2 0.98583370428443162 -0.0006630668291676212 -0.13862271140229687 -0.094420398869587016 0.89425561295312717 -1.9380242825534004 16.03163637133974 2 frame000024.png

3 0.77759001961793217 0.043131895466305928 -0.4653616724980939 -0.42063275520796556 -0.25917196442109036 -1.7174626996393969 14.464428318959447 3 frame000052.png

4 0.4342887192770048 0.064439602962891043 -0.6500356446369624 -0.62023745983303236 -0.073869735417172677 -1.975716145279919 14.115639295602101 4 frame000075.png

5 0.078150575526961655 -0.097351694051158358 0.72834687080687033 0.6737402845281063 -0.52675165585603478 -1.1100218722742028 14.568571148247129 5 frame000102.png

6 0.49351053980593923 -0.12049793502857084 0.63981074351783518 0.57668865710490158 0.80814173326071348 -1.9715865038541187 14.56938510171998 6 frame000125.png

7 0.81611329957467149 -0.10799332507611158 0.4319043889507751 0.3684496204386784 0.93951705190512769 -1.1227873186951607 14.365151205185793 7 frame000153.png

8 0.97534857499320571 -0.067655875701134294 0.1625546638888169 0.13301812278719319 1.108513976252403 -0.44852786060470007 12.653677893551063 8 frame000175.png

9 0.99997928116328472 0.00036224401124411535 -0.0063628138307737503 -0.00090588276942268973 0.82264270832276554 -1.238899025369127 13.298756988475564 9 frame000202.png

