# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.93414655211942177 0.00058542458318177931 -0.29325981340392826 -0.20339262101597222 -0.0046015709538886895 -0.38538624909011976 10.986670733941995 1 frame000002.png

2 0.99390173225850076 -0.076754601728502223 -0.078587906941629981 -0.009592633089220249 0.92834158161788116 -0.92384387261180601 10.456723904782042 2 frame000024.png

3 0.87330661746766769 -0.055344262356168045 0.384689837009212 0.29374528730391258 1.7863973078285695 -0.96632390109559552 10.250452236818891 3 frame000052.png

4 0.58307224148367942 -0.047245928824599846 0.65425524317423511 0.4793168682611964 0.60337144320079927 -1.5031432467066699 12.273383891672012 4 frame000075.png

5 0.10462717164907118 -0.01940352468672819 0.79779537936033751 0.5934637232836919 0.71895113707891767 -1.623563548219666 12.760268957526414 5 frame000102.png

6 0.33959808760032967 -0.030409807984131329 -0.7606052668082528 -0.55247444337282603 -0.12488164960057402 -2.3051824910784227 13.638022078064118 6 frame000125.png

7 0.77300861546894239 -0.060278860764528701 -0.50980141004287571 -0.37272867031396295 0.47632813459766865 -2.2193485504813268 12.836920112735339 7 frame000153.png

8 0.98165774032469411 -0.016809724052673145 -0.17375850193218989 -0.076638743753857 -0.45767265120035705 -1.1967714375533527 13.342113128552445 8 frame000175.png

9 0.99997713934897681 -0.00094080091182988828 0.006595692568937217 0.0011543451030287754 1.5459876244627961 -0.97559301451584057 12.697964493093126 9 frame000202.png

