# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.81801831712701534 -0.023899742670379767 0.29509632393509322 0.49314601767120636 -0.31828604195981614 -1.302124795966384 13.720199479563377 1 frame000002.png

2 0.99715772771973632 -0.021053088063154909 0.022300525333848964 0.068818021634247328 0.089272196479094373 -1.3753615358223996 13.553716612688952 2 frame000024.png

3 0.95037053672907068 0.0099829450817524937 -0.20109418385140898 -0.23718624105527067 -1.5060472252931523 -2.0341409111790343 13.486976880739785 3 frame000052.png

4 0.73871324998426069 0.014395368510399726 -0.43703541078710739 -0.51292841350551543 -0.60467686035130352 -1.5999928630848439 14.070044778839677 4 frame000075.png

5 0.4026741402179439 0.0047580369724659023 -0.5938106010317955 -0.69657725198729081 -0.54613227814908338 -1.7076712069898703 14.215496240067088 5 frame000102.png

6 0.00058777041081776711 -0.012659895372466111 -0.63704846891812406 -0.77071955329041497 0.29999601124992747 -1.270207649866657 14.642317156536908 6 frame000125.png

7 0.39401128706454619 0.013381539227003683 0.58358083639787961 0.70993622774359633 -0.042087141813172302 -1.5888093695126912 13.95803175706487 7 frame000153.png

8 0.7434342687296932 0.018481102324636588 0.43103366911324459 0.5110517713754511 1.1897084678184444 -0.86256825280045435 13.06940020466288 8 frame000175.png

9 0.77707905052694137 0.03281953781897208 0.39515554074919512 0.48879763275276544 -0.28697832820303049 -1.1782208260042175 11.728314735348018 9 frame000202.png

