# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99709787284690476 -0.021146341824597802 0.022450069080607982 0.069603581731767811 -0.13886670807718474 -1.0760096552756524 14.503517293259325 1 frame000002.png

2 0.98583370428443162 -0.0006630668291676212 -0.13862271140229687 -0.094420398869587016 1.1470084536190588 -1.8292043361288202 15.709708511439413 2 frame000024.png

3 0.77759001961793217 0.043131895466305928 -0.4653616724980939 -0.42063275520796556 -0.14781246527757608 -1.5157936546851314 14.167812637095331 3 frame000052.png

4 0.4342887192770048 0.064439602962891043 -0.6500356446369624 -0.62023745983303236 -0.58391625384482193 -2.0260212508187392 14.187911162312076 4 frame000075.png

5 0.078150575526961655 -0.097351694051158358 0.72834687080687033 0.6737402845281063 -0.18153137622471183 -1.2369397637040769 14.497550065401803 5 frame000102.png

6 0.49351053980593923 -0.12049793502857084 0.63981074351783518 0.57668865710490158 1.2388531394649993 -1.9879181114943649 14.62117315811132 6 frame000125.png

7 0.81611329957467149 -0.10799332507611158 0.4319043889507751 0.3684496204386784 1.1255508331506032 -1.0719398398484241 14.267104053002711 7 frame000153.png

8 0.97534857499320571 -0.067655875701134294 0.1625546638888169 0.13301812278719319 1.0041451868859324 -0.62435534832173123 12.652716620294282 8 frame000175.png

9 0.99997928116328472 0.00036224401124411535 -0.0063628138307737503 -0.00090588276942268973 0.72796183898745781 -1.2647022892527804 13.532728161241584 9 frame000202.png

