# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.84471076415644764 -0.01537132560547305 0.27398427957432525 0.45952155750682672 -1.6042309058559301 -0.39779281119348031 11.694643176244991 1 frame000002.png

2 0.70628087578641863 -0.03333328143532005 0.35983110938176111 0.60875100785806868 -0.18740539319572225 -0.26336192491314514 9.9478648418685456 2 frame000024.png

3 0.28484389690064277 -0.036207413884995036 0.53273636111186184 0.79608099281888911 0.049401227845752516 -0.23057855304991648 10.551246561142428 3 frame000052.png

4 0.03023969920503089 0.033804776780596894 -0.56985347764943717 -0.82049363901839334 1.2431259772295997 0.080126642664430481 11.344304281338811 4 frame000075.png

5 0.52648385395947206 0.027682515624489916 -0.46813630769062442 -0.70915218907542699 -0.10485364308056866 0.49766944287570875 9.6091406634461389 5 frame000102.png

6 0.82209374344315977 0.018980004465461782 -0.28837044044547622 -0.49055491588545419 -0.81334522754054372 0.32276075939258919 11.548880002413274 6 frame000125.png

7 0.98327733466064005 0.019228112188074065 -0.1179260527321575 -0.13743874610663309 0.883027231665382 -0.35022942354139386 11.435143319273198 7 frame000153.png

8 0.99032787888142448 0.040082267395091783 0.074644707979193758 0.10987389008034257 0.24597343663763871 -0.15648046944531102 11.919903951612486 8 frame000175.png

9 0.81982856713371288 -0.023878053955293389 0.29573898095933482 0.48974423344427997 0.4586899433309175 0.32616354263952152 10.044115442367172 9 frame000202.png

