# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.42168516778427984 -0.098216975944469098 0.65996613660517522 0.6139867616174689 0.51083702309467904 -2.6577903906908924 10.387824821470485 1 frame000002.png

2 0.79228143848553589 -0.18418349277325879 0.3955368028784062 0.42651752694333933 0.28993931611484536 -0.50671139410153465 7.4522000750383386 2 frame000024.png

3 0.96438749949741742 -0.01590932893482238 0.23051461536357531 0.12871152306512829 -0.25684342815598343 -1.9107514652307869 10.383248661106922 3 frame000052.png

4 0.99163983366914177 -0.0023664266776014763 -0.10746602030187313 -0.071385536251355589 -0.61963329611985496 -2.0256792868251394 11.609854967792112 4 frame000075.png

5 0.79403350739986422 0.012931261754132929 -0.48854572834247256 -0.36147841279119097 -0.21779036855096456 -1.7580943207051796 11.762178527118266 5 frame000102.png

6 0.41199080773726471 0.030878448838301025 -0.73782872492659379 -0.53377792049740491 -0.6060442684757259 -2.4337915018255329 12.691422577399027 6 frame000125.png

7 0.1250580294127481 0.073738117855736085 -0.81806438125531267 -0.55650143519658291 -0.033131099565627764 -4.3413585304351416 16.123688055472641 7 frame000153.png

8 0.17508737115023865 -0.059270350148200632 0.81602909482386898 0.54765678527518002 1.7861028534185253 -4.185434127000315 15.870953002954883 8 frame000175.png

9 0.32261509672626604 -0.021975906298787345 0.79298091496295031 0.51635048892314528 -1.0997752308200108 -2.8135781507324422 13.900559057112282 9 frame000202.png

