# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.84471076415644764 -0.01537132560547305 0.27398427957432525 0.45952155750682672 -1.8097535731586085 -0.40837617422805605 11.965407774289986 1 frame000002.png

2 0.70628087578641863 -0.03333328143532005 0.35983110938176111 0.60875100785806868 -0.52408600760946644 -0.22564895830731313 9.9776798810714826 2 frame000024.png

3 0.28484389690064277 -0.036207413884995036 0.53273636111186184 0.79608099281888911 0.12692269059999717 -0.43088635593490299 10.81493625251546 3 frame000052.png

4 0.03023969920503089 0.033804776780596894 -0.56985347764943717 -0.82049363901839334 0.93247537551226711 0.016901376883985186 11.221162822534652 4 frame000075.png

5 0.52648385395947206 0.027682515624489916 -0.46813630769062442 -0.70915218907542699 -0.13737756191361061 0.51043887778186081 9.9474366664278477 5 frame000102.png

6 0.82209374344315977 0.018980004465461782 -0.28837044044547622 -0.49055491588545419 -0.97656161922562834 0.41179761060794196 11.83365691321368 6 frame000125.png

7 0.98327733466064005 0.019228112188074065 -0.1179260527321575 -0.13743874610663309 0.63274574219703639 -0.21804275225306008 11.246593836913515 7 frame000153.png

8 0.99032787888142448 0.040082267395091783 0.074644707979193758 0.10987389008034257 0.088822172092252377 0.10494836815393727 11.769492877275338 8 frame000175.png

9 0.81982856713371288 -0.023878053955293389 0.29573898095933482 0.48974423344427997 0.15435971914516422 0.17789084208092709 10.076724811634577 9 frame000202.png

