# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.99955935557195441 -0.0067477771422688937 -0.028678581193750219 -0.0036195542448561632 0.83575909262775272 -5.8609364485565809 10.900840792771278 1 frame000002.png

2 0.99951253352748015 0.01555522078330066 0.025948961154097061 0.0077059615158308111 0.67427609359840235 -4.8584129443539696 12.240904553296907 2 frame000024.png

3 0.99901054895858699 -0.038450794848075176 0.010429162731658392 -0.019765930530330305 0.90705237101616976 -3.9375006760669375 10.572980418350468 3 frame000052.png

4 0.98338164117893301 -0.14532629457353607 -0.08949827521356668 -0.061894059743657248 -0.075199225781896362 -0.79939271375888743 8.936651860231164 4 frame000075.png

5 0.87187498496701943 -0.37850889084294981 -0.30931131450218563 -0.029858681526969879 -1.9828386139646592 -1.2726483594287763 9.2524181905711949 5 frame000102.png

6 0.85379546475404611 -0.47672192057564705 -0.098597550006166323 -0.18452110432378632 -1.3840221472185736 0.36895070014611964 8.4135257177736538 6 frame000125.png

7 0.8684497372747414 -0.37038091261280875 0.16022240137222032 -0.28799620743692961 0.61896165223183397 0.99797552487738761 7.508462944650379 7 frame000153.png

8 0.98479060715769495 -0.078740816425833457 0.090702859317779549 -0.12554017362641912 1.5877789742760871 -1.8937359645862291 6.8867573470872445 8 frame000175.png

9 0.99908762579822896 0.011654674508660029 -0.040740633037513629 -0.0053183981290146915 0.30615656531831459 -2.6171938798476071 8.6593736561917591 9 frame000202.png

