# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
1 0.81801831712701534 -0.023899742670379767 0.29509632393509322 0.49314601767120636 -0.29837707253500367 -1.3418797083380938 13.754165442601195 1 frame000002.png

2 0.99715772771973632 -0.021053088063154909 0.022300525333848964 0.068818021634247328 0.089361829974441448 -1.3575403265454564 13.500679800602837 2 frame000024.png

3 0.95037053672907068 0.0099829450817524937 -0.20109418385140898 -0.23718624105527067 -1.5111142242254396 -2.037342838725186 13.542605830907329 3 frame000052.png

4 0.73871324998426069 0.014395368510399726 -0.43703541078710739 -0.51292841350551543 -0.62339806407297704 -1.6095311820882143 14.018188786757612 4 frame000075.png

5 0.4026741402179439 0.0047580369724659023 -0.5938106010317955 -0.69657725198729081 -0.54796764480781945 -1.6719248482206268 14.172492332241557 5 frame000102.png

6 0.00058777041081776711 -0.012659895372466111 -0.63704846891812406 -0.77071955329041497 0.25568430733877845 -1.263624110614646 14.608796464677352 6 frame000125.png

7 0.39401128706454619 0.013381539227003683 0.58358083639787961 0.70993622774359633 -0.095307984982631488 -1.6018274928236356 13.946692576652897 7 frame000153.png

8 0.7434342687296932 0.018481102324636588 0.43103366911324459 0.5110517713754511 1.152027865033582 -0.87751443049293121 13.030834796762347 8 frame000175.png

9 0.77707905052694137 0.03281953781897208 0.39515554074919512 0.48879763275276544 -0.28594726446960506 -1.178269874385415 11.672373324372412 9 frame000202.png

